-0.48, 16.02, 33.98
-0.36, 16.86, 33.14
-0.41, 16.39, 33.61
-0.52, 15.46, 34.54
-0.78, 13.27, 36.73
-0.76, 13.80, 36.20
-0.40, 16.68, 33.32
-0.24, 17.75, 32.25
-0.11, 18.99, 31.01
-0.13, 18.55, 31.45
-0.23, 17.91, 32.09
-0.08, 19.20, 30.80
-0.16, 18.28, 31.72
-0.17, 18.54, 31.46
-0.30, 17.06, 32.94
-0.10, 19.32, 30.68
-0.45, 15.36, 34.64
-0.48, 16.51, 33.49
-0.82, 12.29, 37.71
-0.56, 16.26, 33.74
-0.66, 13.35, 36.65
0.05, 21.73, 28.27
0.06, 18.77, 31.23
-0.07, 20.31, 29.69
-0.08, 18.01, 31.99
-0.01, 20.67, 29.33
0.15, 20.09, 29.91
0.56, 25.28, 24.72
0.12, 19.23, 30.77
1.63, 35.47, 14.53
1.77, 31.55, 18.45
1.78, 36.08, 13.92
2.19, 35.73, 14.27
1.91, 36.14, 13.86
1.75, 32.57, 17.43
1.60, 33.43, 16.57
1.17, 27.89, 22.11
0.76, 26.51, 23.49
0.22, 20.38, 29.62
0.06, 21.08, 28.92
-0.24, 16.73, 33.27
-0.47, 16.73, 33.27
-0.14, 18.21, 31.79
-0.15, 18.85, 31.15
0.06, 20.14, 29.86
0.28, 22.29, 27.71
0.73, 25.76, 24.24
0.94, 27.29, 22.71
0.99, 27.64, 22.36
0.98, 27.59, 22.41
1.06, 28.30, 21.70
1.73, 34.20, 15.80
1.67, 32.54, 17.46
1.49, 32.07, 17.93
1.27, 29.42, 20.58
1.24, 30.13, 19.87
1.24, 29.28, 20.72
0.72, 25.36, 24.64
0.51, 23.77, 26.23
0.15, 20.68, 29.32
0.22, 21.82, 28.18
0.17, 20.74, 29.26
-0.04, 19.49, 30.51
-0.21, 17.76, 32.24
-0.43, 16.28, 33.72
-0.29, 17.55, 32.45
-0.13, 18.77, 31.23
-0.00, 19.78, 30.22
-0.10, 18.80, 31.20
0.04, 20.32, 29.68
-0.10, 18.54, 31.46
-0.06, 19.66, 30.34
0.02, 19.67, 30.33
0.23, 22.02, 27.98
-0.10, 18.20, 31.80
-0.66, 14.57, 35.43
-0.21, 18.38, 31.62
-0.03, 19.38, 30.62
-0.43, 15.98, 34.02
-0.36, 17.21, 32.79
-0.17, 18.30, 31.70
-0.33, 17.07, 32.93
-0.49, 15.72, 34.28
0.26, 22.66, 27.34
0.29, 21.38, 28.62
-0.34, 17.03, 32.97
-0.18, 18.41, 31.59
0.47, 24.00, 26.00
0.04, 19.18, 30.82
-0.03, 20.23, 29.77
-0.29, 16.53, 33.47
0.03, 21.09, 28.91
0.15, 20.06, 29.94
0.26, 22.72, 27.28
-0.07, 18.01, 31.99
-0.07, 20.23, 29.77
-0.12, 17.77, 32.23
-0.19, 19.09, 30.91
-0.16, 17.76, 32.24
1.43, 33.37, 16.63
1.91, 33.54, 16.46
1.78, 35.23, 14.77
2.21, 36.72, 13.28
2.35, 39.39, 10.61
2.27, 37.16, 12.84
2.07, 36.82, 13.18
1.95, 34.83, 15.17
1.95, 35.93, 14.07
2.36, 38.62, 11.38
2.46, 39.61, 10.39
2.02, 35.41, 14.59
1.31, 30.12, 19.88
1.98, 36.44, 13.56
1.87, 33.89, 16.11
2.29, 39.28, 10.72
2.29, 37.04, 12.96
2.10, 37.37, 12.63
1.48, 30.35, 19.65
1.54, 33.33, 16.67
2.12, 36.26, 13.74
2.27, 38.61, 11.39
2.52, 39.68, 10.32
2.37, 38.92, 11.08
2.63, 41.00, 9.00
2.61, 40.61, 9.39
2.47, 39.57, 10.43
2.25, 37.65, 12.35
2.25, 37.96, 12.04
2.47, 39.67, 10.33
2.24, 37.44, 12.56
2.34, 38.90, 11.10
2.50, 39.72, 10.28
2.43, 39.33, 10.67
2.36, 38.59, 11.41
2.10, 36.56, 13.44
2.34, 38.90, 11.10
2.27, 37.65, 12.35
2.17, 37.48, 12.52
2.08, 36.23, 13.77
2.41, 39.74, 10.26
2.31, 37.76, 12.24
2.28, 38.59, 11.41
2.43, 38.95, 11.05
2.22, 37.75, 12.25
2.33, 38.51, 11.49
2.14, 36.84, 13.16
2.24, 38.06, 11.94
2.30, 38.14, 11.86
2.22, 37.73, 12.27
2.21, 37.50, 12.50
1.65, 32.57, 17.43
0.52, 23.35, 26.65
-0.13, 18.81, 31.19
-0.30, 17.28, 32.72
-0.13, 19.13, 30.87
-0.18, 18.08, 31.92
-0.18, 18.74, 31.26
-0.32, 16.86, 33.14
-0.23, 18.42, 31.58
-0.43, 15.77, 34.23
-0.19, 19.10, 30.90
-0.21, 17.49, 32.51
-0.18, 19.12, 30.88
-0.14, 18.14, 31.86
-0.20, 18.71, 31.29
-0.05, 19.18, 30.82
0.08, 20.89, 29.11
0.42, 23.24, 26.76
1.08, 29.14, 20.86
1.71, 33.62, 16.38
1.55, 32.08, 17.92
1.79, 34.62, 15.38
2.33, 38.68, 11.32
2.27, 37.82, 12.18
1.78, 33.86, 16.14
2.03, 36.64, 13.36
2.50, 39.86, 10.14
2.59, 40.74, 9.26
2.29, 37.89, 12.11
2.20, 37.77, 12.23
2.23, 37.56, 12.44
2.53, 40.61, 9.39
2.41, 38.64, 11.36
2.42, 39.79, 10.21
2.16, 36.48, 13.52
2.07, 36.99, 13.01
2.08, 36.12, 13.88
2.00, 36.24, 13.76
1.96, 35.24, 14.76
2.08, 37.00, 13.00
1.65, 32.32, 17.68
1.67, 34.07, 15.93
1.71, 32.95, 17.05
1.28, 30.33, 19.67
0.70, 24.83, 25.17
0.20, 21.67, 28.33
-0.35, 16.41, 33.59
-0.06, 20.32, 29.68
-0.23, 17.05, 32.95
-0.11, 19.99, 30.01
-0.14, 17.88, 32.12
0.17, 22.35, 27.65
0.36, 21.93, 28.07
0.97, 28.99, 21.01
1.63, 32.36, 17.64
1.72, 34.34, 15.66
2.13, 36.80, 13.20
1.98, 35.82, 14.18
2.50, 40.38, 9.62
2.25, 37.30, 12.70
2.42, 40.04, 9.96
2.56, 39.92, 10.08
2.53, 40.65, 9.35
1.96, 34.66, 15.34
2.16, 38.33, 11.67
2.31, 37.66, 12.34
2.29, 38.96, 11.04
2.48, 39.35, 10.65
2.29, 38.57, 11.43
2.08, 36.23, 13.77
2.09, 37.07, 12.93
2.29, 38.19, 11.81
2.54, 40.66, 9.34
2.61, 40.62, 9.38
2.34, 38.67, 11.33
2.20, 37.49, 12.51
2.11, 36.91, 13.09
2.15, 37.19, 12.81
2.51, 40.40, 9.60
2.50, 39.65, 10.35
2.17, 37.31, 12.69
2.05, 36.27, 13.73
2.46, 40.12, 9.88
2.42, 38.88, 11.12
2.20, 37.84, 12.16
2.57, 40.76, 9.24
2.34, 38.35, 11.65
2.30, 38.71, 11.29
2.17, 37.01, 12.99
2.03, 36.48, 13.52
1.92, 35.06, 14.94
2.29, 38.97, 11.03
2.35, 38.30, 11.70
1.83, 34.59, 15.41
1.55, 32.17, 17.83
2.27, 39.09, 10.91
1.57, 31.08, 18.92
1.71, 35.17, 14.83
1.98, 34.81, 15.19
1.90, 36.12, 13.88
2.16, 36.78, 13.22
2.42, 40.17, 9.83
2.36, 38.17, 11.83
2.27, 38.80, 11.20
2.05, 35.67, 14.33
1.99, 36.56, 13.44
2.69, 41.69, 8.31
2.48, 39.60, 10.40
2.54, 40.70, 9.30
2.39, 38.72, 11.28
2.23, 38.16, 11.84
2.46, 39.75, 10.25
2.35, 38.80, 11.20
2.38, 39.20, 10.80
2.10, 36.54, 13.46
2.03, 36.53, 13.47
2.17, 37.37, 12.63
2.35, 39.11, 10.89
2.23, 37.55, 12.45
1.25, 29.49, 20.51
1.15, 29.75, 20.25
0.72, 24.97, 25.03
0.46, 24.23, 25.77
0.45, 23.18, 26.82
-0.21, 18.12, 31.88
-0.27, 17.99, 32.01
-0.40, 16.64, 33.36
-0.73, 14.07, 35.93
-0.71, 14.49, 35.51
-0.74, 14.00, 36.00
-0.41, 17.19, 32.81
-0.64, 14.31, 35.69
-0.37, 17.92, 32.08
-0.51, 15.06, 34.94
0.04, 21.72, 28.28
-0.70, 12.50, 37.50
-0.37, 19.16, 30.84
0.37, 21.83, 28.17
-0.05, 20.30, 29.70
0.60, 24.85, 25.15
1.26, 30.75, 19.25
1.66, 33.18, 16.82
2.02, 36.75, 13.25
2.11, 36.64, 13.36
2.34, 39.38, 10.62
2.19, 36.99, 13.01
2.46, 40.57, 9.43
2.68, 41.01, 8.99
2.14, 37.17, 12.83
2.10, 36.89, 13.11
2.16, 37.47, 12.53
2.17, 37.43, 12.57
2.11, 36.97, 13.03
2.28, 38.53, 11.47
2.21, 37.58, 12.42
1.85, 34.72, 15.28
2.10, 37.33, 12.67
2.14, 36.96, 13.04
2.07, 36.89, 13.11
2.09, 36.67, 13.33
1.70, 33.53, 16.47
1.43, 31.45, 18.55
1.35, 30.88, 19.12
0.97, 27.53, 22.47
0.23, 21.59, 28.41
-0.35, 17.11, 32.89
-0.45, 16.58, 33.42
-0.52, 15.76, 34.24
-0.33, 17.79, 32.21
-0.02, 19.89, 30.11
-0.35, 16.96, 33.04
0.11, 21.67, 28.33
0.09, 20.17, 29.83
0.09, 21.39, 28.61
0.13, 20.61, 29.39
0.17, 21.96, 28.04
0.49, 23.90, 26.10
0.74, 26.41, 23.59
0.79, 26.15, 23.85
0.63, 25.20, 24.80
0.82, 26.77, 23.23
0.54, 24.04, 25.96
0.86, 27.61, 22.39
1.10, 28.60, 21.40
1.29, 30.91, 19.09
1.39, 30.92, 19.08
1.13, 29.20, 20.80
0.79, 26.07, 23.93
0.45, 23.76, 26.24
0.00, 19.70, 30.30
0.21, 22.34, 27.66
0.42, 23.18, 26.82
-0.57, 14.91, 35.09
0.09, 22.02, 27.98
-0.03, 18.62, 31.38
-0.58, 16.07, 33.93
-0.67, 14.13, 35.87
-0.41, 17.62, 32.38
-0.45, 15.69, 34.31
-0.37, 17.94, 32.06
-0.07, 19.09, 30.91
-0.20, 18.76, 31.24
-0.02, 19.88, 30.12
0.21, 22.06, 27.94
-0.17, 18.16, 31.84
-0.58, 15.60, 34.40
-0.51, 15.91, 34.09
-0.62, 15.14, 34.86
-0.63, 15.06, 34.94
-0.37, 17.36, 32.64
-0.40, 16.69, 33.31
-0.25, 18.45, 31.55
-0.50, 15.55, 34.45
-0.48, 16.74, 33.26
-0.30, 17.37, 32.63
-0.49, 16.27, 33.73
-0.58, 15.31, 34.69
-0.16, 19.39, 30.61
-0.19, 18.04, 31.96
-0.51, 16.16, 33.84
-0.49, 16.00, 34.00
-0.34, 17.67, 32.33
0.05, 20.65, 29.35
1.01, 28.95, 21.05
1.55, 32.30, 17.70
1.71, 34.17, 15.83
1.86, 34.80, 15.20
1.76, 34.25, 15.75
2.12, 37.37, 12.63
2.04, 36.09, 13.91
1.88, 35.33, 14.67
1.74, 33.81, 16.19
1.92, 35.95, 14.05
1.51, 31.43, 18.57
0.90, 27.43, 22.57
0.52, 23.84, 26.16
0.81, 27.26, 22.74
-0.03, 18.42, 31.58
-0.05, 21.00, 29.00
-0.01, 18.92, 31.08
-0.28, 18.64, 31.36
-0.49, 15.32, 34.68
-0.63, 15.73, 34.27
-0.19, 18.40, 31.60
-0.02, 20.28, 29.72
-0.27, 17.43, 32.57
-0.43, 16.95, 33.05
-0.55, 15.33, 34.67
0.13, 22.13, 27.87
-0.23, 17.02, 32.98
-0.76, 14.63, 35.37
-0.61, 14.80, 35.20
-0.07, 20.41, 29.59
-0.13, 18.24, 31.76
-0.11, 20.00, 30.00
-0.36, 16.31, 33.69
-0.69, 15.13, 34.87
-0.70, 14.01, 35.99
-0.67, 15.22, 34.78
-1.12, 10.24, 39.76
-0.48, 17.67, 32.33
-0.48, 14.96, 35.04
-0.57, 16.63, 33.37
-0.65, 13.81, 36.19
-0.60, 16.34, 33.66
-0.66, 13.85, 36.15
-0.45, 17.58, 32.42
0.34, 22.58, 27.42
-0.00, 19.94, 30.06
-0.59, 14.92, 35.08
-0.70, 14.77, 35.23
-0.86, 12.75, 37.25
-0.35, 18.15, 31.85
-0.49, 15.27, 34.73
-0.64, 15.62, 34.38
-0.86, 12.34, 37.66
-0.64, 15.89, 34.11
-0.46, 15.73, 34.27
-0.62, 15.60, 34.40
-0.57, 15.14, 34.86
-0.80, 13.85, 36.15
-0.47, 16.53, 33.47
-0.82, 13.01, 36.99
-0.76, 14.51, 35.49
-0.80, 13.17, 36.83
-1.09, 11.55, 38.45
-1.13, 10.80, 39.20
-0.93, 12.99, 37.01
-0.90, 12.58, 37.42
-0.68, 15.09, 34.91
-0.93, 11.94, 38.06
-0.87, 13.75, 36.25
-0.83, 12.87, 37.13
-0.71, 14.99, 35.01
-0.42, 16.44, 33.56
-0.67, 14.74, 35.26
-0.44, 16.76, 33.24
-0.64, 14.58, 35.42
-0.91, 12.84, 37.16
-0.89, 12.91, 37.09
-0.61, 15.50, 34.50
-0.66, 14.43, 35.57
-0.80, 13.87, 36.13
-0.79, 13.59, 36.41
-0.75, 14.27, 35.73
-0.61, 15.15, 34.85
-0.45, 16.66, 33.34
-0.48, 16.05, 33.95
-0.36, 17.46, 32.54
-0.47, 15.91, 34.09
-0.32, 18.01, 31.99
-0.07, 19.29, 30.71
-0.06, 19.76, 30.24
-0.20, 18.21, 31.79
-0.36, 17.33, 32.67
-0.78, 13.30, 36.70
-0.72, 14.80, 35.20
-0.35, 17.14, 32.86
-0.22, 18.54, 31.46
0.50, 24.58, 25.42
1.10, 29.01, 20.99
1.48, 32.22, 17.78
1.93, 35.78, 14.22
2.42, 39.73, 10.27
2.19, 37.19, 12.81
2.03, 36.58, 13.42
1.96, 35.48, 14.52
1.91, 35.66, 14.34
2.65, 41.79, 8.21
2.37, 38.41, 11.59
2.28, 38.92, 11.08
2.51, 39.93, 10.07
2.41, 39.59, 10.41
2.27, 38.02, 11.98
2.37, 39.47, 10.53
2.28, 37.98, 12.02
2.06, 36.78, 13.22
1.93, 35.34, 14.66
1.73, 34.01, 15.99
1.63, 33.01, 16.99
1.68, 33.79, 16.21
1.39, 30.83, 19.17
1.17, 29.65, 20.35
1.13, 28.95, 21.05
0.60, 24.61, 25.39
0.44, 23.82, 26.18
0.05, 20.01, 29.99
-0.21, 18.60, 31.40
-0.43, 16.29, 33.71
-0.30, 18.21, 31.79
-0.24, 17.82, 32.18
0.01, 20.77, 29.23
0.21, 21.43, 28.57
0.56, 25.22, 24.78
0.44, 23.00, 27.00
1.01, 29.38, 20.62
1.13, 28.22, 21.78
1.20, 30.67, 19.33
1.35, 30.23, 19.77
0.92, 27.70, 22.30
1.65, 33.86, 16.14
2.06, 36.54, 13.46
1.50, 31.72, 18.28
1.94, 36.50, 13.50
2.12, 36.58, 13.42
2.29, 39.17, 10.83
1.90, 34.42, 15.58
1.57, 33.27, 16.73
1.90, 35.17, 14.83
2.08, 37.17, 12.83
2.14, 37.07, 12.93
2.25, 38.48, 11.52
2.09, 36.45, 13.55
1.54, 32.40, 17.60
1.72, 34.24, 15.76
2.05, 36.65, 13.35
1.31, 29.93, 20.07
1.09, 29.40, 20.60
1.18, 29.24, 20.76
1.37, 31.66, 18.34
0.99, 27.29, 22.71
0.99, 28.85, 21.15
1.04, 27.92, 22.08
0.85, 27.35, 22.65
1.07, 28.61, 21.39
0.91, 27.45, 22.55
1.09, 29.09, 20.91
1.43, 31.78, 18.22
1.68, 33.78, 16.22
1.50, 31.91, 18.09
1.23, 29.98, 20.02
0.80, 26.15, 23.85
0.82, 27.09, 22.91
0.80, 26.24, 23.76
0.71, 26.13, 23.87
0.47, 23.53, 26.47
0.42, 23.85, 26.15
0.10, 20.39, 29.61
0.55, 25.54, 24.46
1.02, 27.88, 22.12
0.88, 27.53, 22.47
0.48, 23.43, 26.57
0.88, 28.17, 21.83
0.26, 20.81, 29.19
0.23, 23.34, 26.66
0.81, 26.02, 23.98
1.08, 29.69, 20.31
0.97, 27.12, 22.88
0.97, 28.74, 21.26
0.93, 26.88, 23.12
0.98, 28.73, 21.27
0.85, 26.23, 23.77
0.95, 28.57, 21.43
0.71, 24.92, 25.08
0.91, 28.51, 21.49
1.40, 30.91, 19.09
1.49, 32.65, 17.35
0.84, 25.88, 24.12
0.69, 26.55, 23.45
0.98, 27.59, 22.41
1.12, 29.72, 20.28
0.71, 24.98, 25.02
1.01, 29.36, 20.64
1.18, 28.85, 21.15
0.63, 25.47, 24.53
-0.33, 16.47, 33.53
0.64, 27.25, 22.75
1.02, 27.00, 23.00
0.85, 28.14, 21.86
0.56, 23.40, 26.60
0.81, 28.05, 21.95
0.46, 22.30, 27.70
0.27, 23.61, 26.39
0.05, 19.25, 30.75
-0.44, 17.43, 32.57
-0.32, 17.06, 32.94
0.08, 21.77, 28.23
-0.39, 15.81, 34.19
2.34, 42.69, 7.31
2.47, 36.71, 13.29
2.62, 44.29, 5.71
2.22, 34.80, 15.20
2.44, 42.88, 7.12
2.22, 34.97, 15.03
2.86, 46.45, 3.55
2.36, 35.63, 14.37
1.98, 38.87, 11.13
0.83, 23.25, 26.75
-0.69, 16.54, 33.46
-0.58, 14.01, 35.99
-0.52, 17.54, 32.46
-0.39, 15.93, 34.07
-0.41, 18.00, 32.00
-0.38, 16.24, 33.76
-0.28, 18.89, 31.11
-0.38, 16.23, 33.77
-0.43, 17.59, 32.41
-0.55, 15.00, 35.00
-0.96, 12.88, 37.12
-0.56, 15.77, 34.23
-0.52, 16.02, 33.98
-0.47, 16.48, 33.52
-0.59, 15.32, 34.68
-0.43, 17.07, 32.93
-0.60, 15.02, 34.98
-0.67, 15.13, 34.87
-0.42, 16.77, 33.23
-0.48, 16.33, 33.67
